cty,01001,AL: Autauga,2020,07,PRCP,     8.60,    13.43,     0.00,     3.91,     0.00,     0.00,    10.79,    10.43,     6.65,     0.00,     0.00,     0.00,    16.91,     0.00,     0.00,     2.93,     0.00,     0.00,     0.00,     0.00,     2.26,     7.20,     0.00,     8.05,     0.95,    16.29,     0.83,     0.00,    11.46,    15.15,     0.33
cty,01003,AL: Baldwin County,2020,07,PRCP,     0.00,     8.46,     3.35,     0.36,    10.25,     9.35,     8.83,    17.32,    15.38,     0.00,     0.17,     0.00,    18.26,     2.69,     1.81,    26.29,     0.19,     0.00,     0.53,     1.41,     0.06,     3.33,     3.07,    18.61,    14.24,    15.92,     4.20,     9.97,    30.50,    22.09,     0.00
cty,01005,AL: Barbour County,2020,07,PRCP,     3.62,     8.82,     0.00,     3.44,     0.00,     6.13,    10.99,     7.48,     2.56,     0.00,     0.14,     0.00,     8.21,     0.00,     2.54,     6.47,     0.00,     0.00,     0.00,     0.00,     1.31,     0.00,     0.00,    12.33,     0.00,     4.87,     0.54,     0.00,    12.05,     8.49,     0.73
cty,01007,AL: Bibb County,2020,07,PRCP,     2.04,    19.34,     0.00,     5.34,     0.00,     0.00,     4.50,    10.96,     5.27,     0.00,     0.00,     0.00,    13.86,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,    12.42,     0.00,     4.19,     3.08,    16.76,     0.00,     0.00,     5.52,    13.24,     1.31
cty,01009,AL: Blount County,2020,07,PRCP,    16.11,    11.13,     0.00,     0.00,     0.00,     0.12,     0.00,     6.84,     6.72,     0.00,     0.00,     0.00,    24.42,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.29,     0.00,    12.17,     6.84,     0.00,     0.00,     3.64,     0.00,     0.00,     4.02,     3.49,     2.86
cty,01011,AL: Bullock County,2020,07,PRCP,     4.97,     8.76,     0.00,     2.47,     0.00,     2.80,    10.45,     7.21,     3.39,     0.00,     0.00,     0.00,    10.95,     0.00,     0.37,     5.85,     0.00,     0.00,     0.00,     0.00,     3.60,     0.00,     0.00,    10.29,     0.00,     7.67,     2.29,     0.00,    11.04,     9.34,     0.42
cty,01013,AL: Butler County,2020,07,PRCP,     4.99,     9.95,     0.00,     3.54,     1.96,     3.37,     9.99,    10.64,     7.59,     0.00,     0.00,     0.00,    16.63,     0.00,     0.74,     8.99,     0.00,     0.00,     0.00,     0.00,     2.58,     0.00,     0.00,    13.13,     2.37,    12.99,     2.90,     0.00,    20.07,    20.55,     0.00
cty,01015,AL: Calhoun County,2020,07,PRCP,     8.36,     6.72,     0.00,     0.10,     0.17,     0.00,     3.10,     5.86,     8.78,     0.00,     0.00,     0.00,    16.06,     0.00,     0.00,     0.00,     0.00,     0.31,     1.00,     0.12,     0.00,    14.30,     5.62,     0.00,     0.00,     5.52,     0.00,     0.00,     4.41,     5.78,     4.73
cty,01017,AL: Chambers County,2020,07,PRCP,     8.08,     8.61,     0.26,     0.19,     0.00,     0.00,    14.45,     7.61,     6.33,     0.00,     0.00,     0.00,    15.79,     0.00,     0.01,     3.89,     0.00,     0.00,     0.05,     0.01,     1.50,     5.66,     0.00,     3.45,     0.00,    14.41,     3.13,     0.00,     5.98,    13.41,     4.16
cty,01019,AL: Cherokee County,2020,07,PRCP,    13.76,     2.70,     0.00,     0.00,     0.24,     0.00,     0.16,     3.51,     8.50,     1.31,     0.00,     0.00,    10.41,     0.00,     0.00,     0.00,     0.00,     0.68,     0.00,     0.15,     0.00,    12.66,     3.57,     0.00,     0.00,     6.30,     0.00,     2.18,     3.91,     4.05,     3.38
cty,01021,AL: Chilton County,2020,07,PRCP,     6.47,    17.45,     0.00,     3.07,     0.00,     0.00,     6.16,    11.31,     6.02,     0.00,     0.00,     0.00,    18.20,     0.00,     0.00,     0.49,     0.00,     0.00,     0.00,     0.42,     0.52,    11.88,     0.00,     5.59,     1.93,    15.57,     0.65,     0.00,     7.47,    13.89,     1.92
cty,01023,AL: Choctaw County,2020,07,PRCP,     0.00,    15.76,     5.52,     4.40,     8.03,     6.48,     8.37,    13.22,    20.10,     6.39,     0.00,     0.00,     6.29,     0.00,     0.36,     9.70,     0.00,     0.00,     0.00,     0.00,     0.07,     0.01,     0.05,     7.00,     6.81,     8.74,     1.31,     1.34,    12.04,    10.64,     0.00
cty,01025,AL: Clarke County,2020,07,PRCP,     0.00,     7.82,     1.36,     4.17,     6.48,     4.61,     6.32,    10.19,    14.19,     2.01,     0.23,     0.00,     7.37,     0.00,     0.00,     6.97,     0.00,     0.00,     0.00,     0.00,     0.00,     1.60,     0.00,     7.91,     6.31,     7.09,     2.05,     1.02,    11.87,    13.75,     0.00
cty,01027,AL: Clay County,2020,07,PRCP,     7.26,    10.38,     0.05,     0.00,     0.00,     0.00,     6.88,     7.54,     8.81,     0.00,     0.00,     0.00,    19.60,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     7.99,     1.11,     2.92,     0.00,     9.15,     1.58,     0.00,     4.25,     9.76,     3.89
